City,Date,PM2.5,PM10,NO,NO2,Nox,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,
Lucknow,2019-11-01,239.79,,26.51,81.36,58.9,10.4,1.33,11.59,37.76,4.19,43.06,,383,
Lucknow,2019-11-02,296.73,,40.71,94.87,69.53,10.28,1.22,13.13,49.12,4.52,25.82,,428,
Lucknow,2019-11-03,262.62,,13.93,67.88,47.15,10.16,0.73,9.95,55.48,4.08,16.76,,431,
Lucknow,2019-11-04,382.96,,14.55,55.83,41.39,9.83,0.99,7.8,47.57,2.83,12.67,,453,
Lucknow,2019-11-05,230.03,,16.36,49.05,39.12,9.16,0.84,8.92,41.37,3.21,10.78,,455,
Lucknow,2019-11-06,184.59,,19.35,57.36,46.3,11.19,0.93,9.32,24.88,3.91,12.67,,353,
Lucknow,2019-11-07,221.38,,45.51,72.7,73.07,17.31,1.33,13.16,29.59,4.61,19.53,,369,
Lucknow,2019-11-08,188.06,,42.16,66.58,70.2,16.35,1.27,14.77,32.97,4.38,22.45,,362,
Lucknow,2019-11-09,161.6,,33.33,60.77,59.48,29.8,1.18,10.19,31.36,2.97,10.3,,332,
Lucknow,2019-11-10,105.68,,22.75,44.77,42.04,29.81,1.53,7.82,26.51,2.46,7.92,,265,
Lucknow,2019-11-11,137.17,,9.48,39.5,28.59,11.61,1.63,8.25,39.84,2.34,13.19,,245,
Lucknow,2019-11-12,180.1,,21.72,49,43.45,11.77,1.56,10.11,47.48,2.97,8.32,,307,
Lucknow,2019-11-13,205.01,,35.97,58.81,57.71,11.76,2.1,13.71,42.41,3.58,12.39,,362,
Lucknow,2019-11-14,178.75,,51.87,66.02,73.59,24.54,1.31,15.81,54.08,4.33,17.08,,357,
Lucknow,2019-11-15,160.59,,36.92,56.97,59.61,39.62,1.66,15.97,47.44,3.15,8.91,,342,
Lucknow,2019-11-16,150.74,,31.51,57.04,55.69,36.21,1.42,14.16,44.06,3.78,14.22,,326,
Lucknow,2019-11-17,104.57,,24.41,45.35,40.72,26.29,0.89,9.9,41.61,2.07,6.67,,289,
Lucknow,2019-11-18,90.98,,17.21,42.48,35.22,26.39,1.56,7.92,42.89,1.49,4.26,,187,
Lucknow,2019-11-19,110.45,,21.65,54.57,46.52,26.34,1.56,12.68,39.72,2.31,9.54,,225,
Lucknow,2019-11-20,160.93,,14.97,46.02,36.42,26.4,1.54,11.39,51.19,2.67,9.99,,300,
Lucknow,2019-11-21,159.64,,24.64,49.1,45.72,26.36,1.14,11.22,48.28,3.3,10.2,,330,
Lucknow,2019-11-22,152.58,,15.23,54.4,40.9,26.31,1.05,11.77,42.84,2.55,8.68,,327,
Lucknow,2019-11-23,149.87,,15.13,48.49,37.99,26.35,1.26,9.73,38.32,2.31,8,,330,
Lucknow,2019-11-24,118.61,,14.21,42.33,32.58,24.44,0.79,8.64,43.71,2.29,15.34,,292,
Lucknow,2019-11-25,157.04,,13.09,63.58,39.9,20.29,1.13,10.04,47,2.28,9.12,,276,
Lucknow,2019-11-26,230.11,,39.48,76.96,71.13,20.32,1.63,18.23,49.53,3.37,17.15,,365,
Lucknow,2019-11-27,207.97,,12.66,46.79,34.59,20.42,1.32,13.69,50.64,2.16,4.98,,373,
Lucknow,2019-11-28,212.9,,8.7,37,26.59,20.42,1.09,9.28,49.72,1.84,3.6,,377,
Lucknow,2019-11-29,73.1,,23.39,34.38,36.72,21.75,1.15,10.41,35.63,2.84,7.01,,262,
Lucknow,2019-11-30,83.77,,15.05,35.81,31.14,30.11,1.06,9.31,30.34,5.64,6.55,,178,
Lucknow,2019-12-01,97.5,,10.32,32.7,25.65,30.13,1.22,6.17,45.73,3.11,2.66,,207,
Lucknow,2019-12-02,107.21,,13.97,38.19,31.56,30.12,1.42,7.81,49.6,2.93,6.32,,246,
Lucknow,2019-12-03,134.98,,12.56,39.7,31.19,30.12,1.82,6.73,56.45,3.04,4.06,,275,
Lucknow,2019-12-04,153.91,,37.45,56.83,60.23,30.11,2.1,8.96,46.86,4.23,6.71,,291,
Lucknow,2019-12-05,186.49,,40.71,71.21,70.5,30.11,0.95,15.7,41.39,5.41,10.32,,340,
Lucknow,2019-12-06,198.7,,45.23,59.47,67.92,30.11,1.02,16.09,28.97,4.45,8.45,,362,
Lucknow,2019-12-07,161.68,,67.22,56.84,84.03,30.11,1.18,20.77,26.27,3.78,17.34,,343,
Lucknow,2019-12-08,184.31,,38.92,53.69,59.6,30.12,1.12,18.48,22.69,3.64,9.84,,352,
Lucknow,2019-12-09,148.87,,20.55,53.29,44.55,30.99,1.3,12.07,24.75,3.75,10.27,,308,
Lucknow,2019-12-10,162.21,,41.42,56.73,59.81,33.57,1.9,14.18,15.74,4.47,13.65,,314,
Lucknow,2019-12-11,207.35,,40.01,87.6,73.2,22.01,1.82,15.6,18.73,4.59,13.67,,361,
Lucknow,2019-12-12,159.23,,31.42,81.37,58.51,5.25,1.24,16.29,16.58,3.58,6.27,,348,
Lucknow,2019-12-13,107.6,,9.75,17.29,16,1.46,1.08,11.24,19.93,2.32,1.55,,304,
Lucknow,2019-12-14,58.15,,12.93,15.38,18.03,1.39,1.18,10.77,20.46,1.93,4.98,,147,
Lucknow,2019-12-15,66.88,,12.97,19.78,20.85,1.35,1.25,13.06,17.99,2.65,3.93,,126,
Lucknow,2019-12-16,76.28,,9.35,18.23,15.41,1.11,1.69,9.81,18.38,2.54,6.84,,153,
Lucknow,2019-12-17,82.48,,10.48,10.94,12.1,1.14,1.76,8.51,18.36,3.09,4.62,,164,
Lucknow,2019-12-18,92.47,,9.02,12.47,13.78,1.11,1.93,8.12,17.47,3.36,5.72,,170,
Lucknow,2019-12-19,139.59,,10,19.67,16.88,1.18,1.35,11.74,13.58,3.04,7.28,,251,
Lucknow,2019-12-20,185.45,,16.12,30.62,29.06,1.41,1.86,12.57,12.75,2.97,18.78,,323,
Lucknow,2019-12-21,215,,28.06,42.09,44.87,1.41,1.89,27.4,17.22,4.61,28.7,,366,
Lucknow,2019-12-22,177.24,,11.75,30.53,25.65,1.07,1.73,12.27,13.55,3.48,10.19,,365,
Lucknow,2019-12-23,140.5,,9.51,19.6,17.99,1.27,1.56,13.91,12.52,3.79,9.99,,306,
Lucknow,2019-12-24,158.8,,9.03,19.94,17.81,7.9,1.52,15.12,11.28,3.64,7.71,,315,
Lucknow,2019-12-25,186.34,,11.27,18.74,19.02,15.24,1.63,24.4,11.47,2.94,9.08,,307,
Lucknow,2019-12-26,162.49,,8.21,33.24,24.25,12.86,1.06,11.49,16.71,3.15,7.15,,327,
Lucknow,2019-12-27,180.21,,11.65,74.98,49.95,13.63,1.11,10.2,34.48,4,8.64,,326,
Lucknow,2019-12-28,184.93,,17.43,82.19,57.03,32.89,1.53,12.63,25.59,2.77,22.44,,352,
Lucknow,2019-12-29,148.01,,12.94,76.29,51.12,32.73,1.18,12.61,29.92,2.44,12.94,,339,
Lucknow,2019-12-30,157.85,,26.55,59.32,49.67,32.46,1.23,10.24,29.28,3.41,10.92,,320,
Lucknow,2019-12-31,244.22,,60.88,92.38,85.91,33.48,1.91,21.58,26.22,7.15,35.48,,350,
Lucknow,2020-01-01,286.23,,91.75,86.74,118.48,34.45,2.35,26.48,26.13,8.67,44.56,,442,
Lucknow,2020-01-02,182.39,,42.06,83.43,83.02,32.23,2.5,28.94,23.98,5.17,34.33,,361,
Lucknow,2020-01-03,123.99,,26.23,80.79,61.45,31.45,1.38,8.49,19.37,2.89,5.49,,313,
Lucknow,2020-01-04,109.44,,23.24,76.78,57.73,31.48,1.9,11.96,20.27,3.13,11.06,,245,
Lucknow,2020-01-05,99.13,,13.04,67.26,46.25,31.03,1.52,9.43,19.38,1.55,15.93,,210,
Lucknow,2020-01-06,135.19,,40.05,70.42,69.59,31.18,2.35,15.94,19.15,1.97,27.11,,262,
Lucknow,2020-01-07,156.42,,29.29,104.77,78.58,29.93,1.45,18.43,18.09,1.01,14.9,,308,
Lucknow,2020-01-08,190.4,,13.07,77.03,51.08,40.88,1.18,13.23,22.01,1.52,8.51,,344,
Lucknow,2020-01-09,100.5,,18.41,50.72,39.14,40.71,1.15,9.52,28.78,2.91,4.32,,247,
Lucknow,2020-01-10,107.48,,19.5,46.27,35.09,40.46,1.38,9.53,29.36,2.41,8.41,,198,
Lucknow,2020-01-11,179.95,,43.94,79.2,66.13,40.51,1.52,12.16,30.66,2.76,26.69,,281,
Lucknow,2020-01-12,227.28,,73.36,86.61,90.26,42.74,1.76,27.16,30.04,6.2,44.71,,377,
Lucknow,2020-01-13,210.89,,22.88,56.48,43.38,41.06,1.23,20.11,24.18,3.31,10.6,,377,
Lucknow,2020-01-14,165.2,,41.47,82.31,63.95,40.18,1.85,7.87,34.9,3.43,17.73,,323,
Lucknow,2020-01-15,179.18,,50.39,97.65,82,40.33,2.24,9.84,17.6,5.12,29.09,,354,
Lucknow,2020-01-16,103.3,,9.15,49.16,30.77,34.82,1.59,6.44,30.7,1.32,4.61,,294,
Lucknow,2020-01-17,54.54,,24.8,61.42,51.64,19.96,1.86,10.21,30.24,2.26,8.56,,122,
Lucknow,2020-01-18,79.13,,14.35,56.21,41.39,19.93,1.45,10.02,16.38,2.52,16.62,,161,
Lucknow,2020-01-19,68.76,,11.23,55.46,38.53,19.94,1.37,8.2,14.33,1.97,11.51,,138,
Lucknow,2020-01-20,110.74,,11.66,56.48,39,20.06,1.42,8.96,20.22,2.17,6.93,,191,
Lucknow,2020-01-21,139.53,,60.79,81.18,80.41,14.85,1.32,11.34,23.55,3.74,17.24,,256,
Lucknow,2020-01-22,166.91,,54.32,73.59,73.94,5.77,1.74,13.29,21.36,4.6,16.38,,356,
Lucknow,2020-01-23,91.35,,12.53,45.54,34.1,5.77,1.07,10.29,28.89,1.9,7.05,,249,
Lucknow,2020-01-24,90.23,,23.46,53.63,44.3,5.95,1.45,11.11,29.38,2.75,10.72,,156,
Lucknow,2020-01-25,132.72,,24.44,77.48,64.83,5.5,1.68,11.22,28.27,3.98,8.78,,267,
Lucknow,2020-01-26,153.83,,30.88,80.18,57.59,5.98,2.25,10.76,23.44,3.01,8.45,,303,
Lucknow,2020-01-27,150.69,,36.21,84.52,72.79,6.5,2.12,11.15,23.99,5.55,16.88,,337,
Lucknow,2020-01-28,168.34,,16.79,48.86,38.85,7.92,1.88,10.07,34.09,4.02,8.33,,325,
Lucknow,2020-01-29,137.5,,6.01,28.59,17.61,9.95,1.92,7.79,36.45,1.65,2.52,,313,
Lucknow,2020-01-30,52.72,,11.12,36.79,22.33,20.06,2.45,6.94,29.62,1.23,3.06,,195,
Lucknow,2020-01-31,70.64,,16.69,45.07,30.3,19.99,2.82,10.6,28.41,1.82,8.33,,147,
Lucknow,2020-02-01,111.69,,9.79,47.88,30.33,16.46,2.29,8.9,24.82,1.76,5.1,,224,
Lucknow,2020-02-02,102.35,,11.66,41.78,30.67,20.38,1.62,8.33,26.28,1.4,4.68,,216,
Lucknow,2020-02-03,126.7,,21.77,54.62,46.46,22.34,1.75,9.01,23.89,2.25,8.32,,239,
Lucknow,2020-02-04,151.07,,45.18,65.73,71.28,24.97,2.51,10.4,24.37,3.5,11.28,,307,
Lucknow,2020-02-05,126.3,,9.41,42.87,30.36,22.44,1.67,9.27,26.77,2.14,4.78,,278,
Lucknow,2020-02-06,117.93,,23.45,44.36,42.4,0.1,1.71,7.83,25.75,1.53,4,,230,
Lucknow,2020-02-07,144.71,,10.75,45.01,31.96,21.38,1.38,6.4,35.96,1.65,3.8,,309,
Lucknow,2020-02-08,127.6,,20,53.58,44.47,19.08,1.33,7.71,26.75,1.65,3.91,,248,
Lucknow,2020-02-09,135.9,,24.68,77.57,60.7,6.17,1.41,7.32,26.62,1.94,5.77,,272,
Lucknow,2020-02-10,128.8,,20.91,69.99,52.76,10.26,1.29,6.96,28.12,1.58,3.42,,275,
Lucknow,2020-02-11,125.22,,25.5,65.86,55.47,11.12,1.53,9.3,27.96,1.57,5.13,,267,
Lucknow,2020-02-12,117.26,,25.03,55.38,49.52,9.13,1.1,10.3,29.97,1.16,3.03,,253,
Lucknow,2020-02-13,105.78,,25.4,47.2,45.13,11.8,1.02,8.81,24.55,1.03,2.65,,244,
Lucknow,2020-02-14,102.62,,9.48,31.79,24.24,1.28,0.84,10.2,26.94,0.67,1.35,,192,
Lucknow,2020-02-15,78.38,,18.8,37.93,35.28,3.24,1.03,9.76,23.03,0.78,4.54,,214,
Lucknow,2020-02-16,118.46,,20.87,53.08,44.98,6.78,1.18,8.15,24.11,1.26,5.7,,209,
Lucknow,2020-02-17,131.9,,19.29,47.02,40.52,5.3,1.14,7.32,25.15,1.35,3.32,,283,
Lucknow,2020-02-18,94.18,,14.65,38.99,32.47,2.11,0.96,8.1,39.35,0.87,4.13,,232,
Lucknow,2020-02-19,109.26,,33.16,64.63,60.97,9.8,1.25,11.26,40.48,1.16,6.89,,249,
Lucknow,2020-02-21,76.06,,9.15,15.99,15.54,0.04,1.06,8.27,55.98,0.64,0.72,,198,
Lucknow,2020-02-24,100.96,,13.42,35.17,29.39,1.8,1.36,6.47,26.32,0.2,22.46,,222,
Lucknow,2020-02-25,50.83,,8.93,20.95,18.12,1.65,1.17,5.31,39.24,0.52,7.69,,167,
Lucknow,2020-02-26,43.62,,9.86,32.74,25.11,4.66,1.24,5.29,37.33,1.13,3.97,,97,
Lucknow,2020-02-27,50,,8.1,35.33,25.25,8.96,1.28,6.44,35.12,0.53,9.79,,92,
Lucknow,2020-02-28,63.36,,8.88,44.43,30.59,12.93,1.29,6.4,42.81,9.79,19.47,,116,
Lucknow,2020-02-29,76.54,,8.74,40.11,28.17,12.63,1.35,6.87,47.24,16.66,23.41,,147,
Lucknow,2020-03-01,66.13,,7.19,34.18,23.27,15.5,1.25,6.22,42.76,19.47,26.37,,148,
Lucknow,2020-03-02,65.34,,9.64,41.53,29.8,14.87,1.19,6.52,37.2,16.22,28.9,,136,
Lucknow,2020-03-03,77.06,,5.88,41.29,26.55,15.3,1.12,7.18,38.34,17.75,26.69,,144,
Lucknow,2020-03-04,89.44,,9.13,45.89,31.62,11.65,1.1,8.28,42.33,36.85,41.16,,191,
Lucknow,2020-03-05,83.4,,5.23,33.11,21.35,12.64,1.1,5.96,38.37,10.34,13.22,,182,
Lucknow,2020-03-06,46.58,,4.84,23.29,15.52,15.18,1.08,4.83,38.6,8.19,7.12,,125,
Lucknow,2020-03-07,33.25,,5.93,20.67,15.38,16.95,1.18,5.36,39.7,6.66,9.43,,80,
Lucknow,2020-03-08,61.96,,4.58,24.5,16.55,16.71,1.08,6.77,37.03,12.94,12.44,,91,
Lucknow,2020-03-09,45.29,,4.91,25.74,17.5,18.02,1.1,5.9,36.14,12.43,26.48,,128,
Lucknow,2020-03-10,95.33,,3.5,27.43,17.11,16.31,1.12,6.98,31.35,16.97,17.98,,163,
Lucknow,2020-03-11,65.48,,4.5,31.13,19.34,14.84,1.1,8.3,35.62,17.28,15.86,,165,
Lucknow,2020-03-12,62.4,,5.99,30.62,20.78,16.04,1.09,7.94,45.8,5.5,11.01,,112,
Lucknow,2020-03-13,44.03,,6.73,20.47,16.11,16.86,1.09,5.19,34.83,5.02,4.4,,111,
Lucknow,2020-03-14,40.6,,18,21.79,25.87,16.44,1.09,5.9,29.84,5.42,13.23,,74,
Lucknow,2020-03-15,44.07,,22.6,19.24,28.06,19.62,1.1,6.45,34.5,3.39,3.06,,96,
Lucknow,2020-03-16,51.06,,27.17,24.55,34.29,22.2,1.08,5.95,31.11,7.08,13.42,,86,
Lucknow,2020-03-17,75.48,,38.86,32.31,45.35,19.38,1.06,7.61,31.53,16.76,10.18,,134,
Lucknow,2020-03-18,74.41,,37.05,29.84,39.94,20.11,1.03,6.88,34.27,8.52,23.57,,164,
Lucknow,2020-03-19,108.53,,22.96,30.95,32.38,18.74,1.16,6.4,39.61,17.3,28.32,,183,
Lucknow,2020-03-20,115.54,,29.1,40.02,44.61,20.46,1.13,7.88,44.36,22.32,54.62,,252,
Lucknow,2020-03-21,80.01,,17.01,23.66,26.71,21.94,1.03,5.51,38.06,27.17,27.41,,219,
Lucknow,2020-03-22,60.47,,11.33,16.31,15.47,29.94,1.07,4.27,35.96,39.47,8.55,,128,
Lucknow,2020-03-23,72.86,,11.28,13.21,15.56,28.56,1.05,4.55,37.21,26.46,5.31,,122,
Lucknow,2020-03-24,100.15,,11.93,16.12,17.97,28.31,1.07,4.6,34.65,38.68,9.06,,207,
Lucknow,2020-03-25,88.32,,9.75,13.21,14.18,32.24,0.99,4.89,31.82,46,9.04,,237,
Lucknow,2020-03-26,45.41,,7.12,8.3,9.05,37.42,1.01,6.54,37.84,20.32,2.53,,108,
Lucknow,2020-03-27,45.85,,10.59,8.91,12.92,30.36,1,7.84,25.53,5.48,1.02,,77,
Lucknow,2020-03-28,35.31,,11.3,10.39,12.15,31.79,1.01,4.93,32.18,6.93,2.84,,73,
Lucknow,2020-03-29,33.5,,8.42,8.84,10.26,34.24,0.99,5.46,38.54,21.56,2.8,,64,
Lucknow,2020-03-30,39.91,,9.02,8.8,10.79,35.48,1.02,5.94,42.16,19.98,3.01,,69,
Lucknow,2020-03-31,46.17,,8.17,8.99,11.2,35.37,1.01,6.21,37.28,13.26,4.59,,85,
Lucknow,2020-04-01,66.67,,12.71,18.07,13.26,33.27,0.99,5.92,27.68,9.99,4.31,,116,
Lucknow,2020-04-02,49.02,,6.84,10.05,10.17,34.96,0.96,6.27,33.27,9.04,2.2,,115,
Lucknow,2020-04-03,36.76,,5.85,11.08,10.17,36.08,0.97,6.07,35.36,13.67,3.83,,81,
Lucknow,2020-04-04,37.82,,4.98,10.56,9.6,37.7,0.99,6.43,33.08,16.74,4.79,,71,
Lucknow,2020-04-05,54.39,,4.78,12.55,10.41,36.13,0.99,6.64,29.91,17.8,5.93,,91,
Lucknow,2020-04-06,46.26,,4.23,11.21,9.2,37.59,0.99,6.49,31.38,14.41,3.69,,90,
Lucknow,2020-04-07,41.85,,3.98,12.09,8.95,38.46,0.98,5.85,27.77,21.91,4.49,,75,
Lucknow,2020-04-08,46.3,,4.27,17.44,12.6,34.95,1.01,6.72,27.87,12.12,7.4,,77,
Lucknow,2020-04-09,43.45,,3.42,12.21,9.22,38.71,0.92,6.66,30,23.28,3.18,,94,
Lucknow,2020-04-10,53.91,,3.07,15.51,10.61,38.32,1,7.23,37.27,7.4,3.47,,81,
Lucknow,2020-04-11,65.52,,3.15,21.42,13.83,34.8,0.99,8.08,29.1,14.88,8.59,,121,
Lucknow,2020-04-12,62.39,,3.41,17.93,12.23,33.83,0.98,6.93,24.84,13.65,7.26,,151,
Lucknow,2020-04-13,55.36,,4.78,21.13,14.6,35.08,1.04,7.6,18.6,20.3,11.96,,93,
Lucknow,2020-04-14,80.7,,4.96,25.73,17.62,15.29,0.88,7.33,22.11,22.36,12.04,,157,
Lucknow,2020-04-15,65.8,,4.66,20.53,13.63,5.98,0.91,7.25,20.48,21.78,10.94,,138,
Lucknow,2020-04-16,84.4,,3.66,21.96,15.56,5.71,0.87,8.79,22.13,15.37,12.65,,160,
Lucknow,2020-04-17,79.72,,5.3,25.3,19.69,5.43,0.99,10.04,19.8,18.92,17.28,,211,
Lucknow,2020-04-18,64.07,,3.53,16.42,11.4,38.46,1.04,8.71,21.16,26.56,12.74,,140,
Lucknow,2020-04-19,59.38,,5.06,19.31,13.81,37.37,1.07,10.59,21.52,19.46,10.89,,125,
Lucknow,2020-04-20,49.13,,2.34,14.48,9.47,42.2,1.03,6.62,19.7,28.58,6.37,,91,
Lucknow,2020-04-21,43.27,,2.35,13.5,8.87,43.96,1,6.54,22.41,22.5,3.63,,81,
Lucknow,2020-04-22,52.6,,2.63,16.38,10.81,41.15,1,6.36,23.51,28.26,6.74,,84,
Lucknow,2020-04-23,68.37,,2.95,23.71,14.66,37.14,1.05,8.37,24.39,16.01,9.93,,112,
Lucknow,2020-04-24,64.63,,2.42,15.6,10.23,41.4,1.02,6.67,33.12,37.12,8.29,,142,
Lucknow,2020-04-25,62.85,,2.46,16.97,10.94,30.69,1.05,8.67,24.99,22.31,6.71,,120,
Lucknow,2020-04-26,45.35,,2.31,10.89,7.53,35.06,1,5.78,23.97,12.27,2.83,,95,
Lucknow,2020-04-27,29.19,,2.09,12.94,8.48,32.95,0.96,6.16,23.11,12.08,3.53,,69,
Lucknow,2020-04-28,41.72,,2.31,12.78,8.54,33.89,0.98,6.71,23.16,10.34,4.21,,64,
Lucknow,2020-04-29,44.77,,2.19,13.74,8.89,31.81,1,6.54,23.39,9.76,2.69,,74,
Lucknow,2020-04-30,49.27,,2.16,15.08,9.66,32.67,0.98,8.36,31.42,25.15,6.18,,83,
Lucknow,2020-05-01,45.79,,2.26,11.85,7.72,33.17,1,5.44,28.24,11.95,3.2,,82,
Lucknow,2020-05-02,37.81,,2.12,11.21,7.62,34.3,1.01,6,26.78,31.82,4.17,,67,
Lucknow,2020-05-03,39.83,,2.13,11.84,7.91,34.11,1,7.72,28.22,10.43,3.08,,63,
Lucknow,2020-05-04,42.14,,2.81,15.63,10.16,30.26,1.07,7.42,19.64,22.28,7.3,,73,
Lucknow,2020-05-05,35.49,,2.14,13.75,8.83,20.34,0.99,6.38,21.55,23.12,6.62,,83,
Lucknow,2020-05-06,32.63,,2.05,14.18,9.15,9.1,0.87,6.14,26.63,21.19,7.05,,64,
Lucknow,2020-05-07,39.25,,2.97,13.8,8.98,8.23,0.85,6.02,33.77,14.76,6.08,,73,
Lucknow,2020-05-08,50.91,,4.36,14.74,11.11,8.04,0.82,7.13,40.69,15.77,7.47,,77,
Lucknow,2020-05-09,56.14,,4.57,12.32,10.16,8.07,0.88,7.08,44.38,12.83,6.69,,103,
Lucknow,2020-05-10,63.31,,4.36,8.97,7.76,8.05,0.88,7.05,38.5,18.83,8.22,,122,
Lucknow,2020-05-11,59.8,,7.17,12.38,10.81,8.55,0.87,7.18,33.78,14.87,7.35,,140,
Lucknow,2020-05-12,58.92,,6.05,12.95,10.83,8.77,0.81,7.7,34.29,22.57,8.02,,106,
Lucknow,2020-05-13,59.92,,6.82,16.64,12.56,8.41,0.88,9.44,31.25,31.23,9.22,,143,
Lucknow,2020-05-14,55.4,,5.84,14.28,12.24,8.89,0.92,8,22.81,36.63,13.09,,107,
Lucknow,2020-05-15,77.19,,6.54,19.73,15.48,8.48,0.83,8.44,22.08,35.8,23.79,,142,
Lucknow,2020-05-16,52.42,,6.87,18.53,15.27,7.69,0.82,5.39,21.61,35.83,14.31,,143,
Lucknow,2020-05-17,64.24,,8.12,22.86,18.66,9.51,0.89,5.94,22.52,37.71,20.64,,107,
Lucknow,2020-05-18,68.13,,9.97,22.77,19.06,10.84,0.83,7.35,26.95,25.51,21.28,,151,
Lucknow,2020-05-19,59.78,,8.1,23.51,18.93,9.53,0.87,7.79,28.31,31.48,23.22,,113,
Lucknow,2020-05-20,101.41,,8.94,15.03,15.16,9.58,0.81,10.59,28.45,28.63,11.58,,209,
Lucknow,2020-05-21,60.52,,8.36,13.77,13.92,8.37,0.83,8.71,35.42,22.67,11.85,,152,
Lucknow,2020-05-22,81.15,,6.17,14.57,12.97,10.46,1.01,8.22,39.65,29.57,18.42,,158,
Lucknow,2020-05-23,57.56,,5.22,9.61,9.22,11.72,1.14,5.57,36.74,26.11,7.08,,164,
Lucknow,2020-05-24,71.25,,6.49,17.58,13.12,16.12,1.33,6.25,33.04,30.21,7.7,,134,
Lucknow,2020-05-25,67.24,,7.09,18.61,15.61,15.04,1.1,5.89,31.37,29.01,12.59,,173,
Lucknow,2020-05-26,71.23,,6.95,18.97,15.95,14.73,1.17,6.39,38.78,24.85,15,,147,
Lucknow,2020-05-27,107.05,,6.48,14.3,13.41,13.64,1.18,6.03,37.29,12.95,9.28,,205,
Lucknow,2020-05-28,38.92,,4.79,8.42,8.86,9.01,1.02,4.66,36.68,5,1.37,,135,
Lucknow,2020-05-29,46.61,,5.07,9.2,9.12,9.63,1.08,4.95,36.09,0.69,12.08,,78,
Lucknow,2020-05-30,46.72,,5.93,11.29,10.25,11.72,1.24,5.62,29.22,0.54,0.9,,97,
Lucknow,2020-05-31,37.56,,7.98,12.38,10.77,10.74,1.15,4.31,26.35,0.59,0.78,,81,
Lucknow,2020-06-01,47.72,,7.5,14.45,12.7,14.06,1.19,5.78,38.02,1.07,1.6,,85,
Lucknow,2020-06-02,48.38,,10.32,16.23,16.23,15.72,1.07,5.57,40.95,1.05,2.03,,99,
Lucknow,2020-06-03,65.45,,12.34,18.09,20.08,18.26,1.13,7.3,37.94,1.48,4.75,,110,
Lucknow,2020-06-04,61.74,,11.51,10.59,15.36,17.99,1.09,5.65,39.31,1.32,2.49,,142,
Lucknow,2020-06-05,51.38,,6.16,16.4,14.22,27.53,1.11,5.57,37.11,0.82,2.23,,100,
Lucknow,2020-06-06,31.01,,8.3,14.54,14.95,21.37,1.13,5.69,30.8,4.66,4.01,,84,
Lucknow,2020-06-07,29.99,,7.15,13.52,13.44,20.11,1.12,5.82,36.71,29.74,4.85,,70,
Lucknow,2020-06-08,53.23,,7.15,16.9,15.53,21.85,1.12,6.52,34.27,24.99,24.48,,77,
Lucknow,2020-06-09,79.9,,6.29,22.28,17.66,26.99,1.19,4.98,42.58,20.81,13.57,,148,
Lucknow,2020-06-10,91.02,,6.11,15.44,13.81,20.58,1.13,6.39,51.12,6.83,6.94,,193,
Lucknow,2020-06-11,79.09,,5.06,15.07,13.79,19.48,1.18,6,44.3,15.04,4.57,,183,
Lucknow,2020-06-12,71.59,,5.42,10.4,10.62,12.06,1.19,6.89,42.83,15.65,5.01,,166,
Lucknow,2020-06-13,51.8,,5.87,10.32,10.55,12.07,1.06,6.05,47.41,11.53,6.68,,117,
Lucknow,2020-06-14,41.87,,5.57,9.22,10.09,11.83,1.03,6.44,45.48,11.3,4.8,,91,
Lucknow,2020-06-15,46.39,,5.99,11.68,11.5,11.74,1.07,6.84,48.03,11.1,11.6,,79,
Lucknow,2020-06-16,31.6,,5.23,9.35,9.23,11.91,1.11,5.93,51.25,10.26,5.56,,76,
Lucknow,2020-06-17,39.69,,7.56,12.42,12.46,11.71,1.14,6.76,46.7,7.81,7.39,,73,
Lucknow,2020-06-18,35.98,,5.84,9.99,9.9,11.72,1.18,6.05,51.53,7.68,8.58,,75,
Lucknow,2020-06-19,35.25,,6.23,8.1,9.18,11.89,1.07,5.3,48.21,13.7,6.18,,70,
Lucknow,2020-06-20,36.49,,6.83,7.85,9.3,11.69,1.01,5.34,54.11,19.92,5.19,,78,
Lucknow,2020-06-21,29.43,,7.07,7.92,9.59,11.8,1.06,5.08,49.52,15.74,3.9,,71,
Lucknow,2020-06-22,29.44,,6.49,7.97,9.31,11.42,1.02,5.27,49.16,10.45,6.21,,64,
Lucknow,2020-06-23,34.52,,7.86,11.73,12.35,11.8,1.11,5.17,47.86,5.96,9.41,,72,
Lucknow,2020-06-24,45.74,,8.94,23.96,19.87,11.87,1.2,4.86,47.33,7.36,9.17,,90,
Lucknow,2020-06-25,54.97,,8.68,28.99,22.33,11.93,1.16,4.93,42.23,8.81,15.01,,116,
Lucknow,2020-06-26,38.9,,7.93,20.1,17.02,11.9,0.98,3.97,46.84,8.8,12.49,,81,
Lucknow,2020-06-27,32.23,,9.47,19.22,17.78,11.63,0.8,3.77,56.36,10.16,24.19,,74,
Lucknow,2020-06-28,34.58,,10.39,17.67,17.6,11.68,0.81,2.85,56.4,10.98,13.78,,77,
Lucknow,2020-06-29,30.19,,12.14,18.47,18.87,11.63,0.8,3.36,43.61,15.05,11.58,,65,
Lucknow,2020-06-30,38.27,,6.14,11.94,11.95,11.79,0.72,4.31,41.17,21.78,7.49,,69,
Lucknow,2020-07-01,34.97,,8.5,14.44,6.73,11.75,0.73,6.02,36.07,7.79,2.62,,76,
